business_description,domain_name,complexity,relevance,diversity,originality,overall_score
atomic deck online store in near the river offering premium services,atomicdeckspot.org,complex,0.4988146424293518,0.15737873315811157,0.8333333333333334,0.4965089129077064
atomic deck online store in near the river offering premium services,atomicdeckspot.com,complex,0.5567058324813843,0.15737873315811157,0.8333333333333334,0.5158059762583839
atomic deck online store in near the river offering premium services,atomicdeckstore.io,complex,0.5043084621429443,0.15737873315811157,0.7272727272727273,0.4629866557590889
global spot online store in downtown for busy professionals,globalspotspot.net,complex,0.3656279444694519,0.18617331981658936,0.7777777777777778,0.44319302395538046
global spot online store in downtown for busy professionals,globalspotspot.net,complex,0.3656279444694519,0.18617331981658936,0.7777777777777778,0.44319302395538046
global spot online store in downtown for busy professionals,globalspotstore.com,complex,0.5832082033157349,0.18617331981658936,0.6666666666666667,0.4786827398671044
marijuana store,marijuanaworks.org,complex,0.6619220972061157,0.21944211423397064,0.6666666666666667,0.5160102976693047
marijuana store,marijuanastudio.org,complex,0.6407396793365479,0.21944211423397064,0.6666666666666667,0.5089494718445672
marijuana store,marijuanastore.co,complex,0.8389426469802856,0.21944211423397064,0.0,0.35279494524002075
bright sanctum pet store in downtown offering premium services,brightsanctumhub.com,complex,0.44853895902633667,0.15094144642353058,0.8,0.4664934734503428
bright sanctum pet store in downtown offering premium services,brightsanctumspot.org,complex,0.4048096835613251,0.15094144642353058,0.8,0.4519170532623927
bright sanctum pet store in downtown offering premium services,brightsanctumshop.com,complex,0.46930932998657227,0.15094144642353058,0.8,0.4734169254700343
innovative music school,novativemusicstore.co,simple,0.4329617917537689,0.19431327283382416,0.8571428571428572,0.4948059788772038
innovative music school,novativemusicstudio.io,simple,0.38305991888046265,0.19431327283382416,0.8571428571428572,0.47817202125276836
innovative music school,novativemusicspot.net,simple,0.3889681100845337,0.19431327283382416,0.8571428571428572,0.48014141832079205
tiny bookstore,tinybookstorehub.co,medium,0.7067030668258667,0.09436669200658798,0.33333333333333337,0.378134376472897
tiny bookstore,tinybookstoreworks.com,medium,0.7040210366249084,0.09436669200658798,0.33333333333333337,0.3772403664059109
tiny bookstore,tinybookstorelab.com,medium,0.6815139651298523,0.09436669200658798,0.33333333333333337,0.36973801917499965
dynamic fitness apparel in downtown,fitnessstore.co,medium,0.5616786479949951,0.2210434079170227,0.8333333333333334,0.5386851297484504
dynamic fitness apparel in downtown,fitnessstudio.org,medium,0.4440840780735016,0.2210434079170227,0.8333333333333334,0.4994869397746192
dynamic fitness apparel in downtown,fitnesslab.org,medium,0.4637446999549866,0.2210434079170227,0.8333333333333334,0.5060405002699958
organic garden center in suburban area,organicgardensolutions.io,medium,0.5111589431762695,0.22526048123836517,0.7142857142857143,0.4835683845338367
organic garden center in suburban area,organicgardenspot.co,medium,0.6030122637748718,0.22526048123836517,0.7142857142857143,0.5141861580667042
organic garden center in suburban area,organicgardencorner.net,medium,0.5441536903381348,0.22526048123836517,0.7142857142857143,0.4945666335877918
ethereal toy store,toyshopcorner.co,simple,0.5576578974723816,0.26484599709510803,0.8,0.540834621588389
ethereal toy store,toyshophub.io,simple,0.558986246585846,0.26484599709510803,0.8,0.5412774244944254
ethereal toy store,toystoreworks.com,simple,0.6415998935699463,0.26484599709510803,0.5,0.46881530682245887
innovative educational platform,novativeeducationalstore.net,simple,0.384890615940094,0.2599426209926605,0.8571428571428572,0.5006587079593113
innovative educational platform,novativeeducationalstudio.org,simple,0.48735350370407104,0.2599426209926605,0.8571428571428572,0.534813003880637
innovative educational platform,novativeeducationalshop.com,simple,0.41026830673217773,0.2599426209926605,0.8571428571428572,0.5091179332562855
stellar travel agency,stellartravelsolutions.co,simple,0.6335378885269165,0.32094451785087585,0.5,0.4848274687925974
stellar travel agency,stellartravelbeans.co,simple,0.6592990756034851,0.32094451785087585,0.5,0.4934145311514536
stellar travel agency,stellartravelstudio.com,simple,0.4849017858505249,0.32094451785087585,0.5,0.43528212110201514
drugs service,drugsservicestudio.co,complex,0.6888850927352905,0.15995581448078156,0.33333333333333337,0.39405808515018886
drugs service,drugsservicespot.co,complex,0.7807791233062744,0.15995581448078156,0.33333333333333337,0.4246894187397427
drugs service,drugsservicespot.org,complex,0.782609224319458,0.15995581448078156,0.33333333333333337,0.4252994722790188
eco-friendly educational platform,educationalspot.com,simple,0.4918627440929413,0.30880847573280334,0.8,0.5335570732752482
eco-friendly educational platform,educationalstudio.co,simple,0.3499791622161865,0.30880847573280334,0.8,0.4862625459829966
eco-friendly educational platform,educationalcorner.com,simple,0.4294486343860626,0.30880847573280334,0.8,0.5127523849407831
organic software company,organicsoftwarehub.org,simple,0.7030134201049805,0.16463755071163177,0.5,0.45588366190592444
organic software company,organicsoftwareworks.co,simple,0.7231337428092957,0.16463755071163177,0.5,0.46259043614069617
organic software company,organicsoftwarestore.co,simple,0.6074309349060059,0.16463755071163177,0.5,0.42402283350626624
innovative educational platform,novativeeducationalspot.io,simple,0.4478900134563446,0.13194045424461365,0.8571428571428572,0.4789911082812718
innovative educational platform,novativeeducationalhub.com,simple,0.41741740703582764,0.13194045424461365,0.8571428571428572,0.4688335827418736
innovative educational platform,novativeeducationalsolutions.com,simple,0.41672712564468384,0.13194045424461365,0.8571428571428572,0.4686034790107182
dynamic tower cafe in near the river for busy professionals,dynamictowersolutions.org,complex,0.32108795642852783,0.1506880670785904,0.8181818181818181,0.42998594722964545
dynamic tower cafe in near the river for busy professionals,dynamictowerspot.co,complex,0.36902010440826416,0.1506880670785904,0.8181818181818181,0.44596332988955756
dynamic tower cafe in near the river for busy professionals,dynamictowerlab.org,complex,0.2979404330253601,0.1506880670785904,0.8181818181818181,0.42227011106230994
adult content store,__BLOCKED__,complex,0.18550622463226318,-1.1920928955078125e-07,1.0,0.3951687005658944
adult content store,__BLOCKED__,complex,0.18550622463226318,-1.1920928955078125e-07,1.0,0.3951687005658944
adult content store,__BLOCKED__,complex,0.18550626933574677,-1.1920928955078125e-07,1.0,0.3951687154670556
modern pet store in downtown,modernpetstorecorner.org,medium,0.4739742875099182,0.12950418889522552,0.5,0.36782617370287574
modern pet store in downtown,modernpetstorehub.com,medium,0.4636947810649872,0.12950418889522552,0.5,0.36439966658751166
modern pet store in downtown,modernpetstoreworks.io,medium,0.4270034432411194,0.12950418889522552,0.5,0.3521692256132761
vivid cosmetics brand in near the river,vividcosmeticsworks.com,medium,0.36955416202545166,0.27838197350502014,0.75,0.4659787118434906
vivid cosmetics brand in near the river,vividcosmeticssolutions.co,medium,0.4106701612472534,0.27838197350502014,0.75,0.479684054851532
vivid cosmetics brand in near the river,vividcosmeticscorner.org,medium,0.4283074736595154,0.27838197350502014,0.75,0.48556315898895264
organic haven fitness apparel in near the river for busy professionals,organichavenworks.org,complex,0.465359091758728,0.1430216133594513,0.8333333333333334,0.48057134615050423
organic haven fitness apparel in near the river for busy professionals,organichavenlab.io,complex,0.38101884722709656,0.1430216133594513,0.8333333333333334,0.452457951174842
organic haven fitness apparel in near the river for busy professionals,organichavenworks.com,complex,0.4516487121582031,0.1430216133594513,0.8333333333333334,0.47600121961699593
premium art gallery in near the river,premiumartlab.org,medium,0.3870052695274353,0.2449638843536377,0.75,0.46065640449523926
premium art gallery in near the river,premiumartstudio.net,medium,0.3843197524547577,0.2449638843536377,0.75,0.45976123213768005
premium art gallery in near the river,premiumartstudio.co,medium,0.4174584746360779,0.2449638843536377,0.75,0.4708074629306793
mythic nexus for innovative ideas,mynthicnexuslab.com,medium,0.17735853791236877,0.3472231924533844,0.8888888888888888,0.4711568780519344
mythic nexus for innovative ideas,mynthicnexushub.org,medium,0.18869143724441528,0.3472231924533844,0.8888888888888888,0.4749345161296703
mythic nexus for innovative ideas,mynthicnexusstudio.co,medium,0.053608864545822144,0.3472231924533844,0.8888888888888888,0.4299069918968059
luminous clothing boutique in neighborhood,luminousclothgcorner.com,medium,0.5758944749832153,0.12334641814231873,0.875,0.5247469792763392
luminous clothing boutique in neighborhood,luminousclothgstudio.com,medium,0.5410833358764648,0.12334641814231873,0.875,0.5131432662407557
luminous clothing boutique in neighborhood,luminousclothgcorner.co,medium,0.5507984161376953,0.12334641814231873,0.875,0.516381616393725
luminous fitness apparel in neighborhood,luminousfitnessstore.co,medium,0.41644787788391113,0.20518691837787628,0.6666666666666667,0.42943383587731254
luminous fitness apparel in neighborhood,luminousfitnessstudio.net,medium,0.27539610862731934,0.20518691837787628,0.6666666666666667,0.3824165744913949
luminous fitness apparel in neighborhood,luminousfitnesshub.net,medium,0.3658471405506134,0.20518691837787628,0.6666666666666667,0.4125669134987725
premium online store,premiumonlespot.co,simple,0.6767886877059937,0.33570170402526855,0.8333333333333334,0.6152745948897468
premium online store,premiumonleworks.co,simple,0.5161676406860352,0.33570170402526855,0.8333333333333334,0.561734245883094
premium online store,premiumonlehub.io,simple,0.5939895510673523,0.33570170402526855,0.8333333333333334,0.5876748727427589
ethereal travel agency,etherealtravelsolutions.co,simple,0.6980100870132446,0.2716584801673889,0.5,0.4898895422617594
ethereal travel agency,etherealtravellab.net,simple,0.6066611409187317,0.2716584801673889,0.5,0.45943988362948096
ethereal travel agency,etherealtravelcorner.io,simple,0.6148099899291992,0.2716584801673889,0.5,0.4621561566988627
tiny bookstore,tinybookstorelab.io,simple,0.5529617071151733,0.09288203716278076,0.33333333333333337,0.32639235920376247
tiny bookstore,tinybookstorespot.io,simple,0.5707376003265381,0.09288203716278076,0.33333333333333337,0.33231765694088405
tiny bookstore,tinybookstorelab.org,simple,0.6324440836906433,0.09288203716278076,0.33333333333333337,0.35288648969597286
quantum music school,quantummusicshop.com,simple,0.6914645433425903,0.1265021413564682,0.5,0.4393222133318583
quantum music school,quantummusicstudio.org,simple,0.719964325428009,0.1265021413564682,0.5,0.44882218043009436
quantum music school,quantummusicstore.org,simple,0.6960626840591431,0.1265021413564682,0.5,0.44085494677225745
mythic cosmetics brand in near the river,mythiccosmeticsstore.io,medium,0.47733572125434875,0.18255044519901276,0.75,0.46996206045150757
mythic cosmetics brand in near the river,mythiccosmeticsworks.com,medium,0.4724186062812805,0.18255044519901276,0.75,0.4683230221271515
mythic cosmetics brand in near the river,mythiccosmeticsworks.io,medium,0.4880334734916687,0.18255044519901276,0.75,0.4735279679298401
bright arena educational platform in city center specializing in community events,brightarenastudio.net,complex,0.33283114433288574,0.2865179181098938,0.8181818181818181,0.4791769602081992
bright arena educational platform in city center specializing in community events,brightarenastudio.io,complex,0.29435545206069946,0.2865179181098938,0.8181818181818181,0.46635173938491126
bright arena educational platform in city center specializing in community events,brightarenashop.com,complex,0.3076300621032715,0.2865179181098938,0.8181818181818181,0.47077660939910193
fresh law firm,freshlawlab.co,simple,0.7121684551239014,0.22504740953445435,0.5,0.47907195488611853
fresh law firm,freshlawstore.net,simple,0.5918471217155457,0.22504740953445435,0.5,0.4389648536841074
fresh law firm,freshlawsolutions.com,simple,0.6450332403182983,0.22504740953445435,0.5,0.45669356981913245
copyright website,copyrightworks.co,medium,0.8532882928848267,0.047859013080596924,0.6666666666666667,0.5226046575440301
copyright website,copyrightworks.co,medium,0.8532882928848267,0.047859013080596924,0.6666666666666667,0.5226046575440301
copyright website,copyrightworks.io,medium,0.8488542437553406,0.047859013080596924,0.6666666666666667,0.5211266411675347
atomic music school in near the river,atomicmusicshop.net,medium,0.507563054561615,0.11464343219995499,0.75,0.45740216970443726
atomic music school in near the river,atomicmusicspot.org,medium,0.5893481969833374,0.11464343219995499,0.75,0.48466387391090393
atomic music school in near the river,atomicmusicstore.io,medium,0.5178990364074707,0.11464343219995499,0.75,0.46084749698638916
dynamic coffee shop in suburban area,dynamiccoffeehub.com,medium,0.5241896510124207,0.19719940423965454,0.7142857142857143,0.4785582565125965
dynamic coffee shop in suburban area,dynamiccoffeebeans.com,medium,0.4322444200515747,0.19719940423965454,0.7142857142857143,0.4479098461923145
dynamic coffee shop in suburban area,dynamiccoffeehub.io,medium,0.4581884741783142,0.19719940423965454,0.7142857142857143,0.45655786920161473
quantum bookstore in downtown,quantumbookstorelab.com,medium,0.6749517917633057,0.09919611364603043,0.6,0.4580493092536926
quantum bookstore in downtown,quantumbookstorestore.co,medium,0.7052221298217773,0.09919611364603043,0.6,0.4681394219398498
quantum bookstore in downtown,quantumbookstoreworks.net,medium,0.6752704381942749,0.09919611364603043,0.6,0.45815552473068233
artisan chocolate shop in historic downtown,artishanchocolatesolutions.com,medium,0.22142906486988068,0.1549672782421112,0.9,0.425465452671051
artisan chocolate shop in historic downtown,artishanchocolatehub.com,medium,0.29360276460647583,0.1549672782421112,0.9,0.44952334761619567
artisan chocolate shop in historic downtown,artishanchocolatespot.com,medium,0.21130815148353577,0.1549672782421112,0.9,0.4220918148756027
family-run bakery specializing in sourdough,familyrunbakeryshop.co,simple,0.426302433013916,0.19144727289676666,0.5714285714285714,0.3963927591130847
family-run bakery specializing in sourdough,familyrunbakerybeans.co,simple,0.361297070980072,0.19144727289676666,0.5714285714285714,0.3747243100688571
family-run bakery specializing in sourdough,familyrunbakeryhub.com,simple,0.3512200713157654,0.19144727289676666,0.5714285714285714,0.37136530521370115
eco-friendly landscaping services,landscapelab.com,medium,0.5414456129074097,0.10521265119314194,1.0,0.5488860954840977
eco-friendly landscaping services,landscapelab.org,medium,0.5370340347290039,0.10521265119314194,1.0,0.5474155594905217
eco-friendly landscaping services,landscapelab.net,medium,0.47725874185562134,0.10521265119314194,1.0,0.5274904718001683
independent coffee roaster with local blends,independentcoffeehub.com,simple,0.3677182197570801,0.1791621297597885,0.7142857142857143,0.42038868296714055
independent coffee roaster with local blends,independentcoffeecorner.org,simple,0.348153293132782,0.1791621297597885,0.7142857142857143,0.4138670407590412
independent coffee roaster with local blends,independentcoffeestore.org,simple,0.37215954065322876,0.1791621297597885,0.7142857142857143,0.4218691282329105
vintage clothing store with curated collections,vintageclothgstudio.co,medium,0.6148698329925537,0.10006388276815414,0.8888888888888888,0.5346075423337795
vintage clothing store with curated collections,vintageclothgshop.co,medium,0.6498517990112305,0.10006388276815414,0.8888888888888888,0.5462681927062847
vintage clothing store with curated collections,vintageclothgstore.co,medium,0.7093796730041504,0.10006388276815414,0.75,0.519814521074295
high-end interior design consultancy,highendinteriormarket.io,complex,0.3224373161792755,0.30973613262176514,0.5,0.3773911545674006
high-end interior design consultancy,highendinteriolab.org,complex,0.2646787166595459,0.30973613262176514,0.75,0.4414716213941574
high-end interior design consultancy,highendinteriostore.io,complex,0.20391972362995148,0.30973613262176514,0.75,0.4212186187505722
mobile app development studio for small businesses,mobileappcorner.org,complex,0.5606364011764526,0.19901694357395172,0.75,0.5032177865505219
mobile app development studio for small businesses,mobileappworks.co,complex,0.6097105145454407,0.19901694357395172,0.75,0.519575834274292
mobile app development studio for small businesses,mobileappsolutions.co,complex,0.553437352180481,0.19901694357395172,0.75,0.5008181035518646
urban yoga and wellness center,urbanyogahub.org,medium,0.3884826600551605,0.17078590393066406,0.6666666666666667,0.40864507688416374
urban yoga and wellness center,urbanyogastudio.io,medium,0.2878352403640747,0.17078590393066406,0.6666666666666667,0.3750959469212426
urban yoga and wellness center,urbanyogahub.org,medium,0.38848263025283813,0.17078590393066406,0.6666666666666667,0.40864507688416374
boutique florist for weddings and events,boutquefloristsolutions.com,medium,0.6653767824172974,0.06692719459533691,0.8888888888888888,0.5403976269342281
boutique florist for weddings and events,boutquefloristspot.co,medium,0.6474536657333374,0.06692719459533691,0.8888888888888888,0.5344232596732952
boutique florist for weddings and events,boutquefloristworks.com,medium,0.6964585781097412,0.06692719459533691,0.8888888888888888,0.5507582403995372
artisan cheese shop in suburban market,artisancheeselab.org,medium,0.44067180156707764,0.15152940154075623,0.7142857142857143,0.43549565899939763
artisan cheese shop in suburban market,artisancheeseshop.org,medium,0.5323282480239868,0.15152940154075623,0.5,0.3946192363897959
artisan cheese shop in suburban market,artisancheesestore.co,medium,0.5609805583953857,0.15152940154075623,0.7142857142857143,0.47559855807395207
independent bookstore with reading events,independentbookstorehub.co,simple,0.5433560609817505,0.057568807154893875,0.6666666666666667,0.42253051532639396
independent bookstore with reading events,independentbookstorehub.com,simple,0.5600571632385254,0.057568807154893875,0.6666666666666667,0.42809755934609306
independent bookstore with reading events,independentbookstorespot.com,simple,0.5303675532341003,0.057568807154893875,0.6666666666666667,0.4182010127438439
specialty tea shop with rare blends,specialteashop.org,medium,0.263502836227417,0.4088873863220215,0.7142857142857143,0.46222531724543797
specialty tea shop with rare blends,specialteastudio.co,medium,0.19454273581504822,0.4088873863220215,0.875,0.492810050646464
specialty tea shop with rare blends,specialteestudio.org,medium,0.14076770842075348,0.4088873863220215,1.0,0.5165516932805378
local craft brewery with seasonal releases,localcraftstore.org,medium,0.2514728009700775,0.22087977826595306,0.7142857142857143,0.3955460928735279
local craft brewery with seasonal releases,localcraftworks.net,medium,0.22022473812103271,0.22087977826595306,0.7142857142857143,0.3851300768909
local craft brewery with seasonal releases,localcraftworks.org,medium,0.28759658336639404,0.22087977826595306,0.7142857142857143,0.4075873636064075
dog grooming and daycare in suburban area,doggroomingstore.co,simple,0.4760199189186096,0.14067986607551575,0.75,0.4555666148662567
dog grooming and daycare in suburban area,doggroomingspot.co,simple,0.4550224542617798,0.14067986607551575,0.75,0.4485674500465393
dog grooming and daycare in suburban area,doggroominghub.co,simple,0.4271356463432312,0.14067986607551575,0.75,0.43927183747291565
community-driven coworking space,communitycorners.org,medium,0.4965515434741974,0.4728487432003021,0.8,0.5898001054922739
community-driven coworking space,coworkingspot.net,medium,0.4605451822280884,0.4728487432003021,1.0,0.6444646616776784
community-driven coworking space,coworkingsolutions.com,medium,0.43543073534965515,0.4728487432003021,1.0,0.6360931595166524
premium handmade candle shop,premiumhandmadecandleworks.net,medium,0.36796480417251587,0.11904088407754898,0.4,0.29566856523354845
premium handmade candle shop,premiumhandmadecandleworks.io,medium,0.4010258913040161,0.11904088407754898,0.4,0.3066889425118764
premium handmade candle shop,premiumhandmadecandlespot.org,medium,0.44159266352653503,0.11904088407754898,0.4,0.3202111800511678
artisan pottery studio with workshops,artisanpotteryworks.co,medium,0.6018916368484497,0.19875389337539673,0.6666666666666667,0.4891040755642785
artisan pottery studio with workshops,artisanpotteryshop.io,medium,0.4719165563583374,0.19875389337539673,0.6666666666666667,0.4457790388001336
artisan pottery studio with workshops,artisanpotteryhub.org,medium,0.5129797458648682,0.19875389337539673,0.6666666666666667,0.45946676863564384
local bike repair and rental shop,localbikesolutions.org,simple,0.5755239725112915,0.2210112065076828,0.7142857142857143,0.5036069892701649
local bike repair and rental shop,localbikestudio.io,simple,0.4877733588218689,0.2210112065076828,0.7142857142857143,0.4743567698058628
local bike repair and rental shop,localbikestore.io,simple,0.5736912488937378,0.2210112065076828,0.7142857142857143,0.5029960416612171
independent record store with vinyl collection,independentrecordstorehub.net,medium,0.5487339496612549,0.1240614727139473,0.5714285714285714,0.4147413337514514
independent record store with vinyl collection,independentrecordstoreworks.org,medium,0.5650728940963745,0.1240614727139473,0.5714285714285714,0.42018764856315793
independent record store with vinyl collection,independentrecordstoresolutions.org,medium,0.5662786960601807,0.1240614727139473,0.8888888888888888,0.5264096834041454
eco-conscious fashion label,fashionlabspot.net,medium,0.5209715366363525,0.283730685710907,0.8333333333333334,0.546011851893531
eco-conscious fashion label,fashionsolutions.org,medium,0.6553953886032104,0.283730685710907,0.8,0.579708711306254
eco-conscious fashion label,fashionhub.org,medium,0.6048704385757446,0.283730685710907,0.8,0.5628670612970987
urban photography studio,urbanphotographystore.co,medium,0.6087206602096558,0.15124386548995972,0.5,0.41998819510142005
urban photography studio,urbanphotographystore.net,medium,0.6054430603981018,0.15124386548995972,0.5,0.41889564196268714
urban photography studio,urbanphotographyhub.org,medium,0.6257544755935669,0.15124386548995972,0.5,0.42566613356272376
vintage furniture restoration workshop,vintagefurniturebeans.io,medium,0.4220345616340637,0.20995403826236725,0.6,0.41066287159919734
vintage furniture restoration workshop,vintagefurniturehub.org,medium,0.5148433446884155,0.20995403826236725,0.6,0.4415991425514221
vintage furniture restoration workshop,vintagefurnireshop.com,medium,0.46000581979751587,0.20995403826236725,0.875,0.5149866143862406
gourmet sandwich deli in downtown,gourmetsandwichstore.org,simple,0.4416210651397705,0.15441934764385223,0.6666666666666667,0.4209023548497094
gourmet sandwich deli in downtown,gourmetsandwichhub.net,simple,0.388124018907547,0.15441934764385223,0.6666666666666667,0.40307001603974235
gourmet sandwich deli in downtown,gourmetsandwichshop.com,simple,0.3943979740142822,0.15441934764385223,0.6666666666666667,0.4051613344086541
luxury spa and wellness retreat,luxuryspaworks.co,complex,0.39488983154296875,0.2966291606426239,0.6666666666666667,0.4527285529507531
luxury spa and wellness retreat,luxuryspastudio.co,complex,0.4741673171520233,0.2966291606426239,0.6666666666666667,0.4791543914212121
luxury spa and wellness retreat,luxuryspastudio.com,complex,0.4161267578601837,0.2966291606426239,0.6666666666666667,0.45980752838982475
independent film production company,independentfilmlab.org,complex,0.5288026928901672,0.1420382708311081,0.6,0.42361364960670467
independent film production company,independentfilmsolutions.com,complex,0.53458571434021,0.1420382708311081,0.6,0.4255413234233856
independent film production company,independentfilmshop.org,complex,0.5676596760749817,0.1420382708311081,0.6,0.43656597733497615
handmade jewelry boutique,handmadejewelryshop.io,medium,0.6065613031387329,0.10960117727518082,0.5,0.40538750092188514
handmade jewelry boutique,handmadejewelrystore.net,medium,0.506253719329834,0.10960117727518082,0.5,0.37195163468519843
handmade jewelry boutique,handmadejewelrycorner.net,medium,0.5240765810012817,0.10960117727518082,0.5,0.37789259354273474
community theater group,communitytheaterstore.com,simple,0.30812448263168335,0.3506726920604706,0.5,0.38626573483149207
community theater group,communitytheaterspot.com,simple,0.3435734808444977,0.3506726920604706,0.5,0.3980820576349894
community theater group,communitytheatersolutions.org,simple,0.39050427079200745,0.3506726920604706,0.5,0.4137256542841593
organic skincare brand,organicskincareworks.co,medium,0.7137018442153931,0.07721582800149918,0.8333333333333334,0.5414169894324409
organic skincare brand,organicskincareworks.co,medium,0.7137018442153931,0.07721582800149918,0.8333333333333334,0.5414169894324409
organic skincare brand,organicskincarehub.co,medium,0.6901130676269531,0.07721582800149918,0.8333333333333334,0.5335540639029609
tech-focused coworking space for startups,techfocusedcorner.org,complex,0.33348822593688965,0.3447463810443878,0.7142857142857143,0.46417345035643803
tech-focused coworking space for startups,techfocusedstudio.co,complex,0.22278305888175964,0.3447463810443878,0.7142857142857143,0.4272717230376743
tech-focused coworking space for startups,techfocusedspot.net,complex,0.2419014573097229,0.3447463810443878,0.7142857142857143,0.4336445175466083
premium coffee subscription service,premiumcoffeehub.org,medium,0.5674761533737183,0.07207091897726059,0.6,0.4131823599338531
premium coffee subscription service,premiumcoffeehub.io,medium,0.5758793354034424,0.07207091897726059,0.6,0.4159834206104278
premium coffee subscription service,premiumcoffeehub.io,medium,0.5758793354034424,0.07207091897726059,0.6,0.4159834206104278
